text_clean,sentiment_label,sentiment_stars,region,platform,zone
Loved the classical music made it better,positivo,5,Europe,tiktok,Europa
"women's vanity sizing is horseshit. men have actual length and width numbers as sizes, let's try standardized sizing😁",neutro,3,Europe,tiktok,Europa
It looks so BIG😭 LOL coach teri all the way,positivo,5,Europe,tiktok,Europa
that was lwkk smooth,neutro,3,Europe,tiktok,Europa
Chat this is peak so please leave a like,neutro,3,Europe,tiktok,Europa
Naw they wasn’t lying when they said u reply to everything 😭,negativo,1,Europe,tiktok,Europa
Nih known bc they find his girl attractive and he js reply with an attitude and ego😭😭,neutro,3,Europe,tiktok,Europa
"evry1 talm about ur gf, YOUR the real prize",positivo,5,Europe,tiktok,Europa
eastdih i was like u young jedi a young man with a bad btch keep her close gng,negativo,1,Europe,tiktok,Europa
Yooo why can’t I find a white one ??? They only sell black and green wtf,negativo,1,Europe,tiktok,Europa
Can it be worn crossbody?,neutro,3,Europe,tiktok,Europa
i can’t find it in white,neutro,3,Europe,tiktok,Europa
How much is it?,negativo,2,Europe,tiktok,Europa
It’s sold out there’s no link to it??,negativo,1,Europe,tiktok,Europa
Why cant I find the white Opal one?,negativo,1,Europe,tiktok,Europa
I have the white and black one 🥰 it’s the best ever day bag for me! Loveeee it!,positivo,5,Europe,tiktok,Europa
"Forget the purse, wheres the jacket from?? 👀",negativo,1,Europe,tiktok,Europa
I’m so happy I got this bag in both the white and also the black! It’s my go to for when I need to run errands! So practical!!!,positivo,5,Europe,tiktok,Europa
I wish they’d bring this color back🥲,positivo,4,Europe,tiktok,Europa
I have this bag and it is my absolute favorite every day bag so light so spacious and super cute love it 😍,positivo,5,Europe,tiktok,Europa
It’s really cute actually,positivo,5,Europe,tiktok,Europa
thank you i was so confused why everyone said it was cute 😭,negativo,1,Europe,tiktok,Europa
"i’m confused as to why it’s ugly lol, do i have bad taste?!",negativo,1,Europe,tiktok,Europa
I have one of their backpacks that is this material. I just throw it in the washer on delicate and air dry it.,neutro,3,Europe,tiktok,Europa
id say maybe a damp cloth & dish soap?,negativo,1,Europe,tiktok,Europa
I tried that and didn’t work 😭,negativo,1,Europe,tiktok,Europa
"oh shoot! is it white? you could maybe try baking soda & a little vinegar? it might stain a little weird though, just shooting ideas lol",neutro,3,Europe,tiktok,Europa
Honestly I stay away from anything that’s like a nylon material for that reason…. Atleast leather or vegan leather cleans up and you’ll have it a long time!!,positivo,5,Europe,tiktok,Europa
"i don’t have this but i have a uniqlo bag sort of similar to this and i wash it on the delicate cycle, it comes out like new!",positivo,4,Europe,tiktok,Europa
The workers at lululemon told me she puts hers in the washing machine and it turns out just fine,positivo,4,Europe,tiktok,Europa
did this and it completely stained it today 🥺,positivo,5,Europe,tiktok,Europa
"Washer on delicate, low spin, air dry. I do this with all my Lulu bags. Put in a mesh bag to prevent it from getting tangled with anything else in your washing machine.",positivo,5,Europe,tiktok,Europa
"We recommend spot cleaning with a damp cloth—for more care recommendations, head to our website.",positivo,4,Europe,tiktok,Europa
I’ve tried that and ever dirt won’t come off😞,negativo,1,Europe,tiktok,Europa
I throw mine in the washer. Same with the fanny packs,positivo,5,Europe,tiktok,Europa
Please tag me when you find someone showing how to clean!!,negativo,1,Europe,tiktok,Europa
dish soap and a brush weekly or bi weekly. baby wipes daily.,positivo,5,Europe,tiktok,Europa
Already sold out ☹️,negativo,1,Europe,tiktok,Europa
Yeah I could do that! I could probably charge $50 + shipping! Just need to clean it for you,negativo,1,Europe,tiktok,Europa
I have one if you want it! I wanted black and saw it in store for me to buy,positivo,5,Europe,tiktok,Europa
They have them in store in my city?,neutro,3,Europe,tiktok,Europa
And it’s cheap compared to everything else!,negativo,2,Europe,tiktok,Europa
i have one and you can fit EVERYTHING in there. a million perfect worth the buy,positivo,5,Europe,tiktok,Europa
Me too right now,positivo,5,Europe,tiktok,Europa
align leggings in the color sage! 💚,positivo,5,Europe,tiktok,Europa
A shirt be $100,negativo,1,Europe,tiktok,Europa
"I thought exactly, I went to the website thing is will be over $150",negativo,1,Europe,tiktok,Europa
"Literally, I might buy it",negativo,1,Europe,tiktok,Europa
Compared to a shirt costing $98… that’s super affordable for a brand name purse!,positivo,5,Europe,tiktok,Europa
you can get the same bag without the lulu brand for $20,negativo,1,Europe,tiktok,Europa
You are right! I just quit my first job so now I have 1 ❤️❤️what a smarty pants,positivo,5,Europe,tiktok,Europa
so you're paying 80 more dollars for a letter to be on the bag? 💀,negativo,1,Europe,tiktok,Europa
they said compared to everything else they sell,negativo,1,Europe,tiktok,Europa
Me when I try to invade random people’s lives because they made a comment on a review about an average priced brand named purse.,positivo,4,Europe,tiktok,Europa
"I said compared, everything else is 200",negativo,2,Europe,tiktok,Europa
Excuse me I have 2 jobs.,negativo,1,Europe,tiktok,Europa
"Yep, it’s fun to put people in their place. It’s clear you know that too because that’s the only response you could come up with.",positivo,4,Europe,tiktok,Europa
Considering that a Louis bag is 2000 plus that is pretty cheap,neutro,3,Europe,tiktok,Europa
I’m fine with everything else just like I don’t want anything tight touching my armpits bc I know I’m gonna think about it then sweat 😭😭,positivo,4,Europe,tiktok,Europa
Should we call Bella Hadid?,negativo,1,Europe,tiktok,Europa
literally ! i have the regular in a 2 and the cropped in a 4,negativo,1,Europe,tiktok,Europa
That’s not how it works,negativo,2,Europe,tiktok,Europa
Yup I'm done with lululu. Products are extremely inconsistent,negativo,1,Europe,tiktok,Europa
how tfff im between 6 and 8 i cant even imagine trying to get on a 2😭😭😭,positivo,5,Europe,tiktok,Europa
Insane ball knowledge 😂,positivo,5,Europe,tiktok,Europa
Mythical ball knowledge,positivo,5,Europe,tiktok,Europa
Should we call Bella Hadid?,negativo,1,Europe,tiktok,Europa
I think we should.,positivo,4,Europe,tiktok,Europa
Check @Madison 🛒,positivo,5,Europe,tiktok,Europa
So so they Fall smaller oder normal söze,neutro,3,Europe,tiktok,Europa
Im almost same size and i have size 6 but it is the cropped one. I am gymnast so my back and shoulders are little bit more big tho,positivo,4,Europe,tiktok,Europa
My back is also a wider then a norma feminine back (but just where my shoulders Are (i used to swim) but my waist is thin,neutro,3,Europe,tiktok,Europa
Size 6 or 7 I’m the same weight,neutro,3,Europe,tiktok,Europa
"i have similar measurements, and have a size 2",neutro,3,Europe,tiktok,Europa
they go based off your measurements (chest and waist in inches) not weight,negativo,1,Europe,tiktok,Europa
A got a size 8 because I saw a sale and I def should have gotten a 6 or smaller 💔,neutro,3,Europe,tiktok,Europa
Should we call Bella Hadid?,negativo,1,Europe,tiktok,Europa
What’s the at supposed to mean 😭,neutro,3,Europe,tiktok,Europa
Check @Madison 🛒,positivo,5,Europe,tiktok,Europa
Very spot on! She was my favorite,positivo,5,Europe,tiktok,Europa
But this music also has to run in the backround,neutro,3,Europe,tiktok,Europa
"No cameras, a piñata and a bat. They can have a party 🙌",negativo,1,Europe,tiktok,Europa
Give her a red bull or something before hand too,negativo,1,Europe,tiktok,Europa
Just give me one minute with my baby daddy and that’ll have me revved up enough.,positivo,5,Europe,tiktok,Europa
I will help pay for this.,positivo,5,Europe,tiktok,Europa
Nope. Very necessary. You should be disgusted with your president and you should be this angry. 60k people agree.,negativo,1,Europe,tiktok,Europa
I will do ANYTHING TO MAKE THIS HAPPEN,positivo,5,Europe,tiktok,Europa
she has my vote.,positivo,5,Europe,tiktok,Europa
Best comment of the year,positivo,5,Europe,tiktok,Europa
This is the funniest comment I’ve read in a while and that says something 😭about,positivo,5,Europe,tiktok,Europa
lol let’s ban together,negativo,1,Europe,tiktok,Europa
"I think it’s a valid crash out. I weigh more than that and I wear an 8. If she can’t fit into them I obviously can’t. I’ve had body image issues that I’ve gotten mostly over and when a brand makes this size discrepancy, it paints an image of you not being the right size. I’d look like a walking skeleton if I weighted 128lbs. I’m 5’10”. Valid crash out. Don’t shop lulu.",negativo,1,Europe,tiktok,Europa
My EXACT thoughts when she made the same noises and face—very valid crash out. Lululemon sizing is all over the place though. Previous employee here—my closet has sizes from 4 all the way to 14.,negativo,1,Europe,tiktok,Europa
My first thought,positivo,5,Europe,tiktok,Europa
I was searching for this comment,negativo,1,Europe,tiktok,Europa
Came here for this comment,positivo,5,Europe,tiktok,Europa
Am I just realising Debra Morgan was in white chicks 😭😭,neutro,3,Europe,tiktok,Europa
Why has this healed me a little 😁,neutro,3,Europe,tiktok,Europa
Omg I was thinking the SAME thing 😂😂😂😂😂 she right thoooo! 👏🏼,negativo,1,Europe,tiktok,Europa
Clothes sizes make no sense and are neverrrrr the same,negativo,1,Europe,tiktok,Europa
Same. Instant follow.,negativo,2,Europe,tiktok,Europa
I came to say this thank you the picture is perfect,positivo,5,Europe,tiktok,Europa
I was searching for this comment hahahah,negativo,1,Europe,tiktok,Europa
I didn’t even noticed the music 🤣,negativo,1,Europe,tiktok,Europa
I didn’t even notice that there was music until I read your comment 😁😁😁,negativo,1,Europe,tiktok,Europa
This is how I feel too! But I love it haha,positivo,5,Europe,tiktok,Europa
No it’s lit genetics bro,negativo,1,Europe,tiktok,Europa
it's not but ok,neutro,3,Europe,tiktok,Europa
It literally is lol u can try to look like her and maybe u will but it depends on UR genetics UR body shape and so much more😂😂,negativo,2,Europe,tiktok,Europa
Like 5% or this is from working out,negativo,1,Europe,tiktok,Europa
literally how ?,negativo,1,Europe,tiktok,Europa
No my friend has it naturally,neutro,3,Europe,tiktok,Europa
one of the hastags is #fakebody,negativo,1,Europe,tiktok,Europa
i don’t think u understand when u have shape and wear form fitting stuff it shows but if ur wearing regular clothes it’s hidden it’s not photoshopped u can literally see in her jeans vid her hip size,neutro,3,Europe,tiktok,Europa
How am I jealous💀 it really doesn’t look like that😭,negativo,1,Europe,tiktok,Europa
its purely genetics,positivo,4,Europe,tiktok,Europa
download temu and search S2BKE2E for free stuff 🫶 free shipping and no card or purchase needed!!!!!!,negativo,1,Europe,tiktok,Europa
one of the hastags is #fakebody,negativo,1,Europe,tiktok,Europa
She’s a lulu queen,positivo,5,Europe,tiktok,Europa
Lululemon is so expensive😭,neutro,3,Europe,tiktok,Europa
partenaire rémunéré,neutro,3,Europe,tiktok,Europa
can you please style lorna jane flash dance pants,positivo,5,Europe,tiktok,Europa
ducoup pour les chaussures non merci,negativo,2,Europe,tiktok,Europa
non tu mets juste un sweat et tu te casses pas la tête,negativo,1,Europe,tiktok,Europa
can you do large low waist blue jeans next ?,neutro,3,Europe,tiktok,Europa
Tes cheveux ? Pas à nous 😂,negativo,2,Europe,tiktok,Europa
Jesus loves u❤️❤,positivo,5,Europe,tiktok,Europa
baggy blue jeans?,neutro,3,Europe,tiktok,Europa
Lululemon still exists? 😳,negativo,1,Europe,tiktok,Europa
blue juicy couture?,neutro,3,Europe,tiktok,Europa
SAME FOR THIS DAWG😭,neutro,3,Europe,tiktok,Europa
[Sticker] Eastdih 🔥🔥🔥,positivo,4,Europe,tiktok,Europa
[Sticker] QUARTER ZIP LULULEMON,positivo,4,Europe,tiktok,Europa
[Sticker] Gawd dayum,positivo,4,Europe,tiktok,Europa
Lockdown defender,negativo,1,Europe,tiktok,Europa
"El 8 de enero hice un pedido por valor de 500€. Lo enviaron sin posibilidad de concretar franja horaria o recoger en un punto cercano. Lululemon ordenó el retorno del pedido a sus almacenes (lo sé por la empresa de mensajería). Lululemon no se ha puesto en contacto conmigo para comunicarme nada más que abrió una incidencia. Pero ni una palabra de la devolución del importe... Es imposible entenderse, vía ticket, con su equipo de atención al cliente y el único teléfono que atiende venta online es del Reino Unido, olé!!!",negativo,1,ES,trustpilot,Europa
"Hice un pedido el 25 de diciembre, me dijeron que llegaría el 5 de enero y nada, es super complicado ponerse en contactos con ellos, al ver el seguimiento solo dice en camino.",negativo,1,ES,trustpilot,Europa
"BUENAS TARDES, NO TENGO UNA OPINION, SI TENGO UNA CERTEZA. MUY BUENA CALIDAD , CADA PRENDA UNA OBRA DE ARTE! ROPA DEPORTIVA PERO ELEGANTE. AHORA , AVER QUANTO DURA EN EL TIEMPO! TENGO BUENAS Expectativas. LULULEMON PUEDE CRECER!",positivo,5,ES,trustpilot,Europa
He sufrido una estafa donde han utilizado mi tarjeta de debito para compras en esta tienda. Escribí a ellos en el mismo dia con la copia de la denuncia de la Policía de España solicitando que la transacción fuera cancelada y no han hecho caso. Por ser una tarjeta de débito no hay disputa del banco. Sofri esta estafa con otras compras y otros comercios si que han cancelado la transacción (comercios serios). Solo piensan en su dinero. El trato que me han dado con una persona que ha sufrido una estafa como la mía (ellos tenían la denuncia y podrán ver los detalles) ha sido el peor. Empresas así no deberían existir.,negativo,1,ES,trustpilot,Europa
Desastroso como no he experimentado en mi vida. No tratan al cliente con un mínimo de dignidad. Su combo con UPS es perverso. Sólo espero que me devuelvan el dinero ya que la mercancía se extravió. Estarán de moda pero no valen ni para escuchar su llueve.,negativo,1,ES,trustpilot,Europa
"Mejoren en el transporte, UPS no funciona , todavía no he recibido el pedido ni se cuando lo recibiré.",negativo,1,ES,trustpilot,Europa
Excellent. Lo recomiendo.,positivo,5,US,trustpilot,US
"Compré un juego. Después de recibirlo, creo que el tejido es muy bueno y la transpirabilidad también es genial. Puedo usarlo para correr y hacer ejercicio. A mis amigos también les gusta. Ya lo he recomendado.",positivo,5,ES,trustpilot,Europa
"Købte i december en yogamåtte i deres webshop. Pris 690 dkk. Har ikke brugt den meget - alligevel kan jeg nu se at den begynder at gå fra i limningen. Jeg kontaktede deres customer support med kvittering, billeder etc. efter mange mails frem og tilbage hvor jeg gentagne gange er blevet bedt og at hensende billeder, og komme med de samme informationer flere gange - har jeg nu fået besked om at de ikke tager mod reklamationer som er mere end 12 mdr. Magen til dårlig kundeservice har jeg sjældent mødt. Køber aldrig noget der igen. Dårlig kvalitet og dårlig kundeservice men høje priser",negativo,1,DK,trustpilot,Europa
